,Date,Team,Acquired,Relinquished,Notes
13859,2012-12-15,Pacers,,Lance Stephenson,sprained right ankle (DNP)
13860,2012-12-15,Timberwolves,,Josh Howard,hyperextended right knee (DNP)
13861,2012-12-15,Timberwolves,,Kevin Love,flu (P) / right thumb injury (CBC) (DNP)
13862,2012-12-15,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
13863,2012-12-15,Warriors,,Festus Ezeli,bruised right knee (DNP)
13864,2012-12-15,Wizards,,Nene,sore left foot (DNP)
13865,2012-12-16,76ers,,Jrue Holiday,sprained left foot (DNP)
13866,2012-12-16,Lakers,,Jordan Hill,back spasms (DNP)
13867,2012-12-16,Lakers,,Pau Gasol,tendinitis in both knees (DNP)
13868,2012-12-16,Rockets,,Patrick Patterson,bone bruise in right foot (DNP)
13869,2012-12-17,Kings,,Tyreke Evans,sore left knee (DNP)
13870,2012-12-17,Knicks,,Carmelo Anthony,sprained left ankle (DNP)
13871,2012-12-17,Knicks,,Marcus Camby,sore left foot (DNP)
13872,2012-12-17,Pistons,,Rodney Stuckey,back spasms (DNP)
13873,2012-12-17,Rockets,,Patrick Patterson,bone bruise in right foot (DNP)
13874,2012-12-17,Spurs,,Emanuel Ginobili,bruised left quadricep (DNP)
13875,2012-12-17,Timberwolves,,Josh Howard,hyperextended right knee (DNP)
13876,2012-12-17,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
13877,2012-12-18,76ers,,Jrue Holiday,sprained left foot (DNP)
13878,2012-12-18,Heat,,Terrel Harris,illness (DTD)
13879,2012-12-18,Mavericks,,Elton Brand,strained right groin (DNP)
13880,2012-12-18,Timberwolves,,Josh Howard,hyperextended right knee (DNP)
13881,2012-12-18,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
13882,2012-12-18,Timberwolves,,Ricky Rubio,rest / sore left knee (DNP)
13883,2012-12-18,Wizards,,A.J. Price,fractured right hand (DNP)
13884,2012-12-18,Wizards,,Trevor Ariza,strained left calf (DNP)
13885,2012-12-19,76ers,,Jrue Holiday,sprained left foot (DNP)
13886,2012-12-19,Cavaliers,,Daniel Gibson,sprained right ankle (DNP)
13887,2012-12-19,Celtics,,Chris Wilcox,sprained right thumb (out indefinitely)
13888,2012-12-19,Knicks,,Marcus Camby,sore left foot (DNP)
13889,2012-12-19,Knicks,,Rasheed Wallace,sore left foot (DNP)
13890,2012-12-19,Knicks,,Steve Novak,flu (DNP)
13891,2012-12-19,Rockets,,Patrick Patterson,bone bruise in right foot (DNP)
13892,2012-12-19,Wizards,,Bradley Beal,back injury (DNP)
13893,2012-12-20,Blazers,,LaMarcus Aldridge,sore left ankle (DNP)
13894,2012-12-20,Magic,,Glen Davis,strained left shoulder (out indefinitely)
13895,2012-12-20,Mavericks,,Brandan Wright,sprained right ankle (DNP)
13896,2012-12-20,Mavericks,,Derek Fisher,strained right knee (DNP)
13897,2012-12-20,Mavericks,,Elton Brand,strained right groin (DNP)
13898,2012-12-20,Thunder,,Kevin Martin,bruised right quadriceps (DNP)
13899,2012-12-20,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
13900,2012-12-20,Timberwolves,,Josh Howard,torn ACL in right knee (out indefinitely)
13901,2012-12-21,Bobcats,,Ben Gordon,sore right knee (DNP)
13902,2012-12-21,Celtics,,Chris Wilcox,sprained right thumb (DNP)
13903,2012-12-21,Kings,,Francisco Garcia,sore lower back (DNP)
13904,2012-12-21,Knicks,,Marcus Camby,sore left foot (DNP)
13905,2012-12-21,Knicks,,Rasheed Wallace,sore left foot (DNP)
13906,2012-12-21,Magic,,Glen Davis,sprained left shoulder (DNP)
13907,2012-12-21,Mavericks,,Elton Brand,strained right groin (DNP)
13908,2012-12-21,Raptors,,Jonas Valanciunas,fractured right ring finger (out indefinitely)
13909,2012-12-21,Wizards,,A.J. Price,fractured right hand (DNP)
13910,2012-12-21,Wizards,,Bradley Beal,sore back (DNP)
13911,2012-12-21,Wizards,,Nene,sore left foot (P) / flu (CBC) (DNP)
13912,2012-12-21,Wizards,,Trevor Ariza,strained left calf (DNP)
13913,2012-12-22,Bobcats,,Ben Gordon,sore right knee (DNP)
13914,2012-12-22,Bobcats,,Gerald Henderson Jr.,bruised right shin (DNP)
13915,2012-12-22,Grizzlies,,Tony Wroten Jr.,migraine headache (DNP)
13916,2012-12-22,Wizards,,A.J. Price,fractured right hand (DNP)
13917,2012-12-22,Wizards,,Trevor Ariza,strained left calf (DNP)
13918,2012-12-23,Blazers,,Wesley Matthews,left hip injury (DNP)
13919,2012-12-23,Bobcats,,Byron Mullens,sprained left ankle (out indefinitely)
13920,2012-12-23,Jazz,,Maurice Williams,sprained right thumb (out indefiinitely)
13921,2012-12-23,Jazz,,Maurice Williams,sprained right thumb (DNP)
13922,2012-12-23,Kings,,Francisco Garcia,sore lower back (DNP)
13923,2012-12-23,Knicks,,Marcus Camby,sore left foot (DNP)
13924,2012-12-23,Knicks,,Rasheed Wallace,sore left foot (DNP)
13925,2012-12-23,Magic,,Glen Davis,sprained left shoulder (DNP)
13926,2012-12-23,Timberwolves,,Kevin Love,left eye injury (DNP)
13927,2012-12-23,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
13928,2012-12-25,Knicks,,Rasheed Wallace,sore left foot (DNP)
13929,2012-12-26,76ers,,Jason Richardson,strained lower back (DNP)
13930,2012-12-26,Jazz,,Maurice Williams,sprained right thumb (DNP)
13931,2012-12-26,Knicks,,Carmelo Anthony,hyperextended left knee (DNP)
13932,2012-12-26,Knicks,,Rasheed Wallace,sore left foot (DNP)
13933,2012-12-26,Knicks,,Raymond Felton,fractured right pinky finger (DNP)
13934,2012-12-26,Magic,,Glen Davis,sprained left shoulder (DNP)
13935,2012-12-26,Nets,,Deron Williams,bruised right wrist (DNP)
13936,2012-12-26,Spurs,,Gary Neal,strained right calf (DNP)
13937,2012-12-26,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
13938,2012-12-27,Celtics,,Chris Wilcox,sprained right thumb (DNP)
13939,2012-12-28,Hawks,,DeShawn Stevenson,knee injury (DNP)
13940,2012-12-28,Hawks,,Ivan Johnson,illness (DNP)
13941,2012-12-28,Jazz,,Maurice Williams,sprained right thumb (DNP)
13942,2012-12-28,Knicks,,Carmelo Anthony,hyperextended left knee (DNP)
13943,2012-12-28,Knicks,,Rasheed Wallace,sore left foot (DNP)
13944,2012-12-28,Knicks,,Raymond Felton,fractured right pinky finger (DNP)
13945,2012-12-28,Magic,,Glen Davis,sprained left shoulder (DNP)
13946,2012-12-28,Pacers,,Sam Young,flu (DNP)
13947,2012-12-28,Rockets,,Carlos Delfino,illness (DNP)
13948,2012-12-28,Spurs,,Gary Neal,strained right calf (DNP)
13949,2012-12-28,Wizards,,A.J. Price,fractured right hand (DNP)
13950,2012-12-28,Wizards,,Trevor Ariza,strained left calf (DNP)
13951,2012-12-29,Celtics,,Rajon Rondo,hip injury (DNP)
13952,2012-12-29,Hawks,,Anthony Morrow,strained right hip (DTD)
13953,2012-12-29,Hawks,,Josh Smith,hip flexor injury (DNP)
13954,2012-12-29,Magic,,E'Twaun Moore,sprained left elbow (DNP)
13955,2012-12-29,Magic,,Jameer Nelson,sore left hip (DNP)
13956,2012-12-29,Pacers,,Sam Young,flu (DNP)
13957,2012-12-29,Rockets,,Carlos Delfino,illness (DNP)
13958,2012-12-29,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
13959,2012-12-29,Timberwolves,,Ricky Rubio,back spasms (DNP)
13960,2012-12-29,Wizards,,A.J. Price,fractured right hand (DNP)
13961,2012-12-29,Wizards,,Jordan Crawford,sore left ankle (DNP)
13962,2012-12-29,Wizards,,Trevor Ariza,strained left calf (DNP)
13963,2012-12-30,Celtics,,Chris Wilcox,sprained right thumb (DNP)
13964,2012-12-30,Jazz,,Marvin Williams,right knee inflammation (DNP)
13965,2012-12-30,Jazz,,Maurice Williams,sprained right thumb (DNP)
13966,2012-12-30,Kings,,Aaron Brooks,sore left ankle (DNP)
13967,2012-12-30,Spurs,,Gary Neal,strained right calf (DNP)
13968,2012-12-31,Bobcats,,Michael Kidd-Gilchrist,scratched cornea (DNP)
13969,2012-12-31,Bulls,,Kirk Hinrich,left knee injury (DNP)
13970,2012-12-31,Magic,,E'Twaun Moore,sprained left elbow (DNP)
13971,2012-12-31,Magic,,Gustavo Ayon,bruised right thigh (DNP)
13972,2012-12-31,Magic,,Jameer Nelson,sore left hip (DNP)
13973,2012-12-31,Pacers,,George Hill,strained right groin (DNP)
13974,2012-12-31,Spurs,,Gary Neal,strained right calf (DNP)
13975,2013-01-01,Hawks,,Anthony Morrow,strained right hip (DNP)
13976,2013-01-01,Kings,,Marcus Thornton,sprained left ankle (DNP)
13977,2013-01-01,Knicks,,Rasheed Wallace,sore left foot (DNP)
13978,2013-01-01,Lakers,,Chris Duhon,back spasms (DNP)
13979,2013-01-01,Nuggets,,Ty Lawson,strained left Achilles tendon (DNP)
13980,2013-01-01,Wizards,,A.J. Price,fractured right hand (DNP)
13981,2013-01-01,Wizards,,Trevor Ariza,strained left calf (DNP)
13982,2013-01-02,Bulls,,Joakim Noah,flu (DNP)
13983,2013-01-02,Bulls,,Vladimir Radmanovic,flu (DNP)
13984,2013-01-02,Celtics,,Kris Joseph,sprained right ankle (DNP)
13985,2013-01-02,Hornets,,Eric Gordon,right knee injury (DNP)
13986,2013-01-02,Jazz,,Maurice Williams,surgery on right thumb (out indefinitely)
13987,2013-01-02,Jazz,,Maurice Williams,recovering from surgery on right thumb (DNP)
13988,2013-01-02,Kings,,Marcus Thornton,sprained left ankle (DNP)
13989,2013-01-02,Magic,,E'Twaun Moore,sprained left elbow (DNP)
13990,2013-01-02,Nets,,C.J. Watson,right knee injury (DTD)
13991,2013-01-02,Raptors,,Linas Kleiza,sore right knee (DNP)
13992,2013-01-02,Rockets,,Cole Aldrich,flu (DNP)
13993,2013-01-02,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
13994,2013-01-02,Timberwolves,,Ricky Rubio,back spasms (DNP)
13995,2013-01-02,Wizards,,A.J. Price,fractured right hand (DNP)
13996,2013-01-02,Wizards,,Trevor Ariza,strained left calf (DNP)
13997,2013-01-02,Celtics,,Fab Melo,concussion (DTD)
13998,2013-01-03,Knicks,,Rasheed Wallace,sore left foot (DNP)
13999,2013-01-03,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
14000,2013-01-03,Timberwolves,,Ricky Rubio,back spasms (DNP)
14001,2013-01-04,Clippers,,Jamal Crawford,sore left foot (DNP)
14002,2013-01-04,Grizzlies,,Zach Randolph,flu (DNP)
14003,2013-01-04,Hawks,,Anthony Morrow,strained right hip (DNP)
14004,2013-01-04,Hawks,,Johan Petro,sore back / flu (DNP)
14005,2013-01-04,Jazz,,Enes Kanter,sprained right ankle (DNP)
14006,2013-01-04,Jazz,,Maurice Williams,recovering from surgery on right thumb (DNP)
14007,2013-01-04,Kings,,Marcus Thornton,sprained left ankle (DNP)
14008,2013-01-04,Pacers,,Sam Young,sprained left ankle (DNP)
14009,2013-01-04,Raptors,,Linas Kleiza,sore right knee (DNP)
14010,2013-01-04,Wizards,,A.J. Price,fractured right hand (DNP)
14011,2013-01-04,Wizards,,Trevor Ariza,strained left calf (DNP)
14012,2013-01-05,Bucks,,Sam Young,sprained left ankle (DNP)
14013,2013-01-05,Cavaliers,,Samardo Samuels,illness (DNP)
14014,2013-01-05,Clippers,,Jamal Crawford,sore left foot (DNP)
14015,2013-01-05,Hawks,,Anthony Morrow,strained right hip (DNP)
14016,2013-01-05,Jazz,,Enes Kanter,sprained right ankle (DNP)
14017,2013-01-05,Jazz,,Maurice Williams,recovering from surgery on right thumb (DNP)
14018,2013-01-05,Kings,,Marcus Thornton,sprained left ankle (DNP)
14019,2013-01-05,Knicks,,Rasheed Wallace,sore left foot (DNP)
14020,2013-01-05,Magic,,E'Twaun Moore,sprained left elbow (DNP)
14021,2013-01-05,Magic,,Gustavo Ayon,bruised right thigh (DNP)
14022,2013-01-05,Spurs,,Stephen Jackson,sprained right ankle (DNP)
14023,2013-01-05,Timberwolves,,Kevin Love,fractured right hand/finger (DNP)
14024,2013-01-05,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
14025,2013-01-05,Timberwolves,,Ricky Rubio,back spasms (DNP)
14026,2013-01-06,Raptors,,Aaron Gray,flu (DNP)
14027,2013-01-06,Raptors,,Linas Kleiza,sore right knee (DNP)
14028,2013-01-06,Wizards,,A.J. Price,fractured right hand (DNP)
14029,2013-01-06,Wizards,,Trevor Ariza,strained left calf (DNP)
14030,2013-01-07,Jazz,,Maurice Williams,recovering from surgery on right thumb (DNP)
14031,2013-01-07,Knicks,,Rasheed Wallace,sore left foot (DNP)
14032,2013-01-07,Magic,,E'Twaun Moore,strained left elbow (DNP)
14033,2013-01-07,Magic,,Gustavo Ayon,bruised right thigh (DNP)
14034,2013-01-07,Wizards,,Cartier Martin,hyperextended left knee (DNP)
14035,2013-01-07,Wizards,,Jordan Crawford,sore left ankle (DNP)
14036,2013-01-07,Wizards,,Nene,right knee tendinitis (DNP)
14037,2013-01-08,Hawks,,Johan Petro,sore back (DNP)
14038,2013-01-08,Lakers,,Dwight Howard,right shoulder injury (DNP)
14039,2013-01-08,Lakers,,Jordan Hill,right hip injury (DNP)
14040,2013-01-08,Lakers,,Pau Gasol,concussion (DNP)
14041,2013-01-08,Timberwolves,,Kevin Love,fractured right hand/finger (DNP)
14042,2013-01-08,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
14043,2013-01-09,Bulls,,Kirk Hinrich,right elbow injury (DNP)
14044,2013-01-09,Cavaliers,,C.J. Miles,back spasms (DNP)
14045,2013-01-09,Hawks,,Anthony Morrow,strained right hip (DNP)
14046,2013-01-09,Jazz,,Marvin Williams,right knee inflammation (DNP)
14047,2013-01-09,Lakers,,Dwight Howard,right shoulder injury (DNP)
14048,2013-01-09,Lakers,,Jordan Hill,left hip injury (DNP)
14049,2013-01-09,Lakers,,Pau Gasol,concussion (DNP)
14050,2013-01-09,Magic,,E'Twaun Moore,sprained left elbow (DNP)
14051,2013-01-09,Magic,,Gustavo Ayon,bruised right thigh (DNP)
14052,2013-01-09,Magic,,Hidayet Turkoglu,left hand injury (DTD)
14053,2013-01-09,Raptors,,Linas Kleiza,sore right knee (DNP)
14054,2013-01-09,Raptors,,Terrence Ross,sprained left ankle (DNP)
14055,2013-01-09,Timberwolves,,Jose Juan Barea,back spasms (DNP)
14056,2013-01-09,Timberwolves,,Kevin Love,fractured right hand/finger (DNP)
14057,2013-01-09,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
14058,2013-01-10,Cavaliers,,Anderson Varejao,surgery on right knee to repair torn muscle
14059,2013-01-10,Knicks,,Rasheed Wallace,sore left foot (DNP)
14060,2013-01-11,Jazz,,Marvin Williams,right knee inflammation (DNP)
14061,2013-01-11,Knicks,,Marcus Camby,strained left foot (DNP)
14062,2013-01-11,Knicks,,Rasheed Wallace,sore left foot (DNP)
14063,2013-01-11,Lakers,,Dwight Howard,right shoulder injury (DNP)
14064,2013-01-11,Lakers,,Jordan Hill,left hip injury (DNP)
14065,2013-01-11,Lakers,,Pau Gasol,concussion (DNP)
14066,2013-01-11,Nets,,Kris Humphries,sore left ankle (DNP)
14067,2013-01-11,Nets,,Mirza Teletovic,illness (DNP)
14068,2013-01-11,Raptors,,Linas Kleiza,sore right knee (DNP)
14069,2013-01-11,Timberwolves,,Jose Juan Barea,back spasms (DNP)
14070,2013-01-11,Timberwolves,,Kevin Love,fractured right hand/finger (DNP)
14071,2013-01-11,Timberwolves,,Lazar Hayward,illness (DNP)
14072,2013-01-11,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
14073,2013-01-11,Warriors,,Andris Biedrins,strained right groin (DNP)
14074,2013-01-12,Grizzlies,,Quincy Pondexter,sprained MCL in left knee (DNP)
14075,2013-01-12,Jazz,,Marvin Williams,right knee inflammation (DNP)
14076,2013-01-12,Magic,,Gustavo Ayon,bruised right thigh (DNP)
14077,2013-01-12,Suns,,Jared Dudley,right wrist injury (DTD)
14078,2013-01-12,Timberwolves,,Malcolm Lee,surgery on right knee and right hip (out for season) (date approximate)
14079,2013-01-12,Wizards,,Jordan Crawford,sore left ankle (DNP)
14080,2013-01-13,Knicks,,Marcus Camby,strained plantar fascia in left foot (DNP)
14081,2013-01-13,Knicks,,Rasheed Wallace,sore left foot (DNP)
14082,2013-01-13,Lakers,,Pau Gasol,concussion (DNP)
14083,2013-01-13,Nets,,Gerald Wallace,bruised ribs (DTD)
14084,2013-01-13,Thunder,,Thabo Sefolosha,strained neck (DNP)
14085,2013-01-13,Timberwolves,,Kevin Love,fractured right hand/finger (DNP)
14086,2013-01-13,Timberwolves,,Malcolm Lee,hyperextended right knee (DNP)
14087,2013-01-13,Warriors,,Andris Biedrins,strained right groin (DNP)
14088,2013-01-14,Clippers,,Chris Paul,bruised right knee (DNP)
14089,2013-01-14,Hawks,,DeShawn Stevenson,sore right knee (DNP)
14090,2013-01-14,Spurs,,Emanuel Ginobili,strained left hamstring (out indefinitely)
14091,2013-01-14,Suns,,Jared Dudley,strained right wrist (DNP)
14092,2013-01-14,Suns,,Jermaine O'Neal,back spasms (DNP)
14093,2013-01-14,Wizards,,Jordan Crawford,sore left ankle (DNP)
14094,2013-01-14,Wizards,,Trevor Booker,sprained left ankle (DNP)
14095,2013-01-15,Clippers,,Chris Paul,bruised right knee (DNP)
14096,2013-01-15,Timberwolves,,Kevin Love,surgery to repair fractured right hand/finger
14097,2013-01-16,Hornets,,Eric Gordon,sore right knee / rest (DNP)
14098,2013-01-16,Raptors,,Linas Kleiza,sore right knee (DNP)
14099,2013-01-16,Warriors,,Stephen Curry,sprained right ankle (DNP)
14100,2013-01-16,Wizards,,Jordan Crawford,sore left ankle (DNP)
14101,2013-01-16,Wizards,,Trevor Booker,sprained left ankle (DNP)
14102,2013-01-17,Clippers,,Chris Paul,bruised right knee (DNP)
14103,2013-01-17,Knicks,,Rasheed Wallace,sore left foot (DNP)
14104,2013-01-17,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
14105,2013-01-17,Timberwolves,,Malcolm Lee,recovering from surgery on right knee and right hip
14106,2013-01-18,76ers,,Kwame Brown,sinus infection (DTD)
14107,2013-01-18,Celtics,,Avery Bradley,bruised ribs (DNP)
14108,2013-01-18,Grizzlies,,Zach Randolph,strained lower back (DNP)
14109,2013-01-18,Hawks,,Al Horford,left hamstring injury (DNP)
14110,2013-01-18,Hawks,,DeShawn Stevenson,sore right knee (DNP)
14111,2013-01-18,Pacers,,Gerald Green,illness (DNP)
14112,2013-01-19,Bulls,,Luol Deng,strained right hamstring (DNP)
14113,2013-01-19,Hornets,,Brian Roberts,sprained left ankle (DNP)
14114,2013-01-19,Spurs,,Tim Duncan,rest (DNP)
14115,2013-01-19,Timberwolves,,Alexey Shved,sprained left ankle (DNP)
14116,2013-01-19,Timberwolves,,Dante Cunningham,illness (DNP)
14117,2013-01-19,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
14118,2013-01-19,Timberwolves,,Nikola Pekovic,bruised right quadricep (DNP)
14119,2013-01-19,Warriors,,David Lee,sprained left ankle (DNP)
14120,2013-01-20,Raptors,,Linas Kleiza,sore right knee (DNP)
14121,2013-01-21,76ers,,Jason Richardson,left knee synovitis (DNP)
14122,2013-01-21,Bulls,,Luol Deng,strained right hamstring (DNP)
14123,2013-01-21,Cavaliers,,Anderson Varejao,blood clot in right lung (out for season)
14124,2013-01-21,Hawks,,Devin Harris,sprained left ankle (DNP)
14125,2013-01-21,Knicks,,Rasheed Wallace,sore left foot (DNP)
14126,2013-01-21,Timberwolves,,Alexey Shved,sprained left ankle (DNP)
14127,2013-01-21,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
14128,2013-01-21,Timberwolves,,Nikola Pekovic,bruised right quadricep (DNP)
14129,2013-01-22,76ers,,Jason Richardson,left knee synovitis (DNP)
14130,2013-01-22,Bucks,,Doron Lamb,ankle injury (DTD)
14131,2013-01-22,Cavaliers,,C.J. Miles,illness (DNP)
14132,2013-01-22,Clippers,,Chris Paul,bruised right kneecap (DNP)
14133,2013-01-23,Hawks,,Al Horford,sore left calf (P) / hamstring (CBC) (DNP)
14134,2013-01-23,Hawks,,Devin Harris,sprained left ankle (DNP)
14135,2013-01-23,Hawks,,Zaur Pachulia,sore right Achilles tendon (DNP)
14136,2013-01-23,Lakers,,Jordan Hill,"surgery on left hip to remove loose fragments, repair a torn labrum, and microfracture to repair damaged cartilage (out indefinitely)"
14137,2013-01-23,Spurs,,Tim Duncan,rest (DTD)
14138,2013-01-23,Timberwolves,,Alexey Shved,sprained left ankle (DNP)
14139,2013-01-23,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
14140,2013-01-23,Timberwolves,,Nikola Pekovic,bruised right quadricep (DNP)
14141,2013-01-24,Clippers,,Chris Paul,bruised right kneecap (DNP)
14142,2013-01-24,Knicks,,Rasheed Wallace,sore left foot (DNP)
14143,2013-01-25,Bulls,,Luol Deng,strained right hamstring (DNP)
14144,2013-01-25,Grizzlies,,Quincy Pondexter,sprained MCL in left knee (DNP)
14145,2013-01-25,Timberwolves,,Alexey Shved,sprained left ankle (DNP)
14146,2013-01-25,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
14147,2013-01-25,Timberwolves,,Nikola Pekovic,bruised right quadricep (DNP)
14148,2013-01-26,76ers,,Jason Richardson,left knee synovitis (DNP)
14149,2013-01-26,Bulls,,Luol Deng,strained right hamstring (DNP)
14150,2013-01-26,Cavaliers,,Luke Walton,sore left foot/ankle (DNP)
14151,2013-01-26,Clippers,,Chris Paul,bruised right kneecap (DNP)
14152,2013-01-26,Raptors,,Linas Kleiza,sore right knee (DNP)
14153,2013-01-26,Timberwolves,,Alexey Shved,sprained left ankle (DNP)
14154,2013-01-26,Timberwolves,,Kevin Love,recovering from surgery to repair fractured right hand/finger (DNP)
14155,2013-01-26,Timberwolves,,Nikola Pekovic,bruised right quadricep (DNP)
14156,2013-01-27,Celtics,,Rajon Rondo,torn ACL in right knee (DNP)
14157,2013-01-27,Clippers,,Chris Paul,bruised right kneecap (DNP)
